"","season","first_cycling_team_id","team_name","uci_division_name"
"1376",2024,40969,"Travel&amp;Service Cycling Team – 3B Academ","Women's Other"
"1377",2024,39590,"Trebujena Academia Juanjo Lobato","Women's Other"
"1378",2024,40154,"Tscherning Cycling Academy","Women's Other"
"1379",2024,40155,"Tufo-Pardus Prostejov Juniors","Women's Other"
"1380",2024,40156,"TWC Pijnenburg","Women's Other"
"1381",2024,40157,"Tønsberg CK Junior","Women's Other"
"1382",2024,40160,"U.C Bustese Olonia ASD","Women's Other"
"1383",2024,40161,"U.C Foligno","Women's Other"
"1384",2024,40162,"U.C Guspini ASD","Women's Other"
"1385",2024,40164,"U.C. Casano","Women's Other"
"1386",2024,40165,"U.C.Cholet 49 Juniors","Women's Other"
"1387",2024,40166,"U.s. Biassono Asd","Women's Other"
"1388",2024,40167,"U.S. Montecorona","Women's Other"
"1389",2024,40168,"U.S. Pistoiese Juniors","Women's Other"
"1390",2024,40158,"U19 Cycling Project","Women's Other"
"1391",2024,39510,"U19 Indre Fenioux","Women's Other"
"1392",2024,40159,"U19 Vendée Piveteau Bois","Women's Other"
"1393",2024,40169,"UC Chateauroux Juniors","Women's Other"
"1394",2024,40170,"UC Dippach","Women's Other"
"1395",2024,39599,"UC Haguenau Junior","Women's Other"
"1396",2024,40171,"UC Tilly Val de Seulles","Women's Other"
"1397",2024,40172,"Ulma","Women's Other"
"1398",2024,40173,"União Ciclismo da Trofa-UCT","Women's Other"
"1399",2024,40174,"Us Ausonia Csi Pescantina","Women's Other"
"1400",2024,40176,"US Pontchâtelaine","Women's Other"
"1401",2024,40177,"US Vern Cyclisme Junior","Women's Other"
"1402",2024,40178,"US Villenavaise","Women's Other"
"1403",2024,40179,"USSA Pavilly Barentin U19","Women's Other"
"1404",2024,40180,"UWTC de Volharding U19","Women's Other"
"1405",2024,40181,"V.C Cournon","Women's Other"
"1406",2024,40182,"V.C Riom","Women's Other"
"1407",2024,41356,"V.C.Francois-Jr","Women's Other"
"1408",2024,39856,"V.C.Pays de Loudéac U19","Women's Other"
"1409",2024,40183,"V.S.Valletais U19","Women's Other"
"1410",2024,40184,"Valdarno Regia Congressi Seiecom","Women's Other"
"1411",2024,40185,"Valverde Team | Ricardo Fuentes U19","Women's Other"
"1412",2024,39569,"Van Moer Logistics Cycling Team","Women's Other"
"1413",2024,40186,"Van Mossel Heist CT U19","Women's Other"
"1414",2024,39548,"Vangi Sama Ricambi Il Pirata","Women's Other"
"1415",2024,40187,"VC Ambérieu","Women's Other"
"1416",2024,40188,"VC Annemasse Junior","Women's Other"
"1417",2024,40189,"VC Bocage Vire Juniors","Women's Other"
"1418",2024,40716,"VC Essartais U19","Women's Other"
"1419",2024,39575,"VC La Pomme Marseille U19","Women's Other"
"1420",2024,40190,"VC Lugano","Women's Other"
"1421",2024,40191,"VC Saint-Lô Pont Hébert Junior","Women's Other"
"1422",2024,39608,"VC Villefranche Beaujolais Juniors","Women's Other"
"1423",2024,40192,"Veleka Team","Women's Other"
"1424",2024,40193,"Velo Club Anguillara","Women's Other"
"1425",2024,39795,"Velo Club Empoli Juniors","Women's Other"
"1426",2024,40194,"Veloce Vannetais U19","Women's Other"
"1427",2024,40195,"Vigo-Rias Baixas U19","Women's Other"
"1428",2024,41124,"Vikings CC Jr.","Women's Other"
"1429",2024,39613,"Vini Fantini-sportur-free Bike","Women's Other"
"1430",2024,40196,"Viveros San Anton-Mardu","Women's Other"
"1431",2024,40197,"Vizcay Hermanos C","Women's Other"
"1432",2024,40198,"Volvo Arregui-CYA-Hegotarrak","Women's Other"
"1433",2024,39602,"WAC Team","Women's Other"
"1434",2024,41123,"Wagga Wagga C.C Jr.","Women's Other"
"1435",2024,40199,"Wanty Cycling Team","Women's Other"
"1436",2024,40200,"Warszawski Klub Kolarski U19","Women's Other"
"1437",2024,40201,"WHEEL DEVILS Cycling Team","Women's Other"
"1438",2024,39568,"Wielerclub Onder Ons Parike","Women's Other"
"1439",2024,39572,"Willebrord Wil Vooruit Juniors","Women's Other"
"1440",2024,40202,"WK Noord West Brabant U19","Women's Other"
"1441",2024,40203,"WLKS Krakus U19","Women's Other"
"1442",2024,40204,"Work Service Cycling","Women's Other"
"1443",2024,40205,"WP de Molenspurters Meulebeke U19","Women's Other"
"1444",2024,39593,"WPG Amsterdam U19","Women's Other"
"1445",2024,40206,"WRSV-Holczer-Radsport-Team","Women's Other"
"1446",2024,40207,"WV de Ijsselstreek U19","Women's Other"
"1447",2024,39600,"WV Schijndel Juniors","Women's Other"
"1448",2024,39598,"WV Westland Wil Vooruit U19","Women's Other"
"1449",2024,40208,"Zappi Junior Race Team","Women's Other"
