,Unnamed: 0,Event_ID,Event_Title,Event_Date,Event_Day,Event_Type,Race_Date,Race_Time,Race_Name,Race_Classification,Race_Band,Race_Category
477,477,308636,Wessex Cyclocross League Round 5 - Sotonia CC,13/10/24,Sun,Cyclo-Cross,13 Oct 24,09:10,Under 8 Girls and Boys,Under 12,,"N/A, Under 12"
478,478,308636,Wessex Cyclocross League Round 5 - Sotonia CC,13/10/24,Sun,Cyclo-Cross,13 Oct 24,09:35,Under 10 Girls and Boys,Under 12,,"N/A, Under 12"
479,479,308636,Wessex Cyclocross League Round 5 - Sotonia CC,13/10/24,Sun,Cyclo-Cross,13 Oct 24,10:00,Under 12 Girls and Boys,Under 12,,"N/A, Under 12"
480,480,308636,Wessex Cyclocross League Round 5 - Sotonia CC,13/10/24,Sun,Cyclo-Cross,13 Oct 24,10:41,Under 14s Girls,Category B,CX Band 5,Youth U14
481,481,308636,Wessex Cyclocross League Round 5 - Sotonia CC,13/10/24,Sun,Cyclo-Cross,13 Oct 24,10:41,Under 14s Open,Category B,CX Band 5,Youth U14
482,482,308636,Wessex Cyclocross League Round 5 - Sotonia CC,13/10/24,Sun,Cyclo-Cross,13 Oct 24,10:40,Under 16s Girls,Category B,CX Band 5,Youth U16
483,483,308636,Wessex Cyclocross League Round 5 - Sotonia CC,13/10/24,Sun,Cyclo-Cross,13 Oct 24,10:40,Under 16s Open,Category B,CX Band 5,Youth U16
484,484,308636,Wessex Cyclocross League Round 5 - Sotonia CC,13/10/24,Sun,Cyclo-Cross,13 Oct 24,12:35,Senior and U23 Women,Category B,CX Band 5,"Senior, Vet 40-49, Vet 50-59, Vet 60+"
485,485,308636,Wessex Cyclocross League Round 5 - Sotonia CC,13/10/24,Sun,Cyclo-Cross,13 Oct 24,12:35,Junior Women,Category B,CX Band 5,Junior
486,486,308636,Wessex Cyclocross League Round 5 - Sotonia CC,13/10/24,Sun,Cyclo-Cross,13 Oct 24,12:35,Vet 40-49 Women,Category B,CX Band 5,Vet 40-49
487,487,308636,Wessex Cyclocross League Round 5 - Sotonia CC,13/10/24,Sun,Cyclo-Cross,13 Oct 24,12:35,Vet 50-59 Women,Category B,CX Band 5,Vet 50-59
488,488,308636,Wessex Cyclocross League Round 5 - Sotonia CC,13/10/24,Sun,Cyclo-Cross,13 Oct 24,12:35,Vet 60+ Women,Category B,CX Band 5,Vet 60+
489,489,308636,Wessex Cyclocross League Round 5 - Sotonia CC,13/10/24,Sun,Cyclo-Cross,13 Oct 24,11:25,Junior Open,Category B,CX Band 5,Junior
490,490,308636,Wessex Cyclocross League Round 5 - Sotonia CC,13/10/24,Sun,Cyclo-Cross,13 Oct 24,14:50,Senior and U23 Open,Category B,CX Band 5,"Senior, Vet 40-49"
491,491,308636,Wessex Cyclocross League Round 5 - Sotonia CC,13/10/24,Sun,Cyclo-Cross,13 Oct 24,11:25,Vet 40-49 Open,Category B,CX Band 5,Vet 40-49
492,492,308636,Wessex Cyclocross League Round 5 - Sotonia CC,13/10/24,Sun,Cyclo-Cross,13 Oct 24,13:51,Vet 50-59 Open,Category B,CX Band 5,Vet 50-59
493,493,308636,Wessex Cyclocross League Round 5 - Sotonia CC,13/10/24,Sun,Cyclo-Cross,13 Oct 24,13:50,Vet 60+ Open,Category B,CX Band 5,Vet 60+
495,495,308691,Leicestershire Cyclo Cross League Rd 2 - promoted by WVCC,13/10/24,Sun,Cyclo-Cross,13 Oct 24,09:30,Under 9's,Under 12,,Under 12
496,496,308691,Leicestershire Cyclo Cross League Rd 2 - promoted by WVCC,13/10/24,Sun,Cyclo-Cross,13 Oct 24,10:00,Under 12's,Under 12,,Under 12
497,497,308691,Leicestershire Cyclo Cross League Rd 2 - promoted by WVCC,13/10/24,Sun,Cyclo-Cross,13 Oct 24,11:00,Youth U14 Girls,Category B,CX Band 5,Youth U14
498,498,308691,Leicestershire Cyclo Cross League Rd 2 - promoted by WVCC,13/10/24,Sun,Cyclo-Cross,13 Oct 24,11:00,Youth U14 Boys,Category B,CX Band 5,Youth U14
499,499,308691,Leicestershire Cyclo Cross League Rd 2 - promoted by WVCC,13/10/24,Sun,Cyclo-Cross,13 Oct 24,11:00,Youth U16 Girls,Category B,CX Band 5,Youth U16
500,500,308691,Leicestershire Cyclo Cross League Rd 2 - promoted by WVCC,13/10/24,Sun,Cyclo-Cross,13 Oct 24,11:00,Youth U16 Open,Category B,CX Band 5,Youth U16
501,501,308691,Leicestershire Cyclo Cross League Rd 2 - promoted by WVCC,13/10/24,Sun,Cyclo-Cross,13 Oct 24,11:50,Junior Women,Category B,CX Band 5,Junior
502,502,308691,Leicestershire Cyclo Cross League Rd 2 - promoted by WVCC,13/10/24,Sun,Cyclo-Cross,13 Oct 24,11:50,Senior Women,Category B,CX Band 5,"Senior, Vet 40-49, Vet 50-59, Vet 60+"
503,503,308691,Leicestershire Cyclo Cross League Rd 2 - promoted by WVCC,13/10/24,Sun,Cyclo-Cross,13 Oct 24,11:50,Veteran Women 40-49,Category B,CX Band 5,Vet 40-49
504,504,308691,Leicestershire Cyclo Cross League Rd 2 - promoted by WVCC,13/10/24,Sun,Cyclo-Cross,13 Oct 24,11:50,Veteran Women 50-59,Category B,CX Band 5,Vet 50-59
505,505,308691,Leicestershire Cyclo Cross League Rd 2 - promoted by WVCC,13/10/24,Sun,Cyclo-Cross,13 Oct 24,11:50,Veteran Women 60+,Category B,CX Band 5,Vet 60+
506,506,308691,Leicestershire Cyclo Cross League Rd 2 - promoted by WVCC,13/10/24,Sun,Cyclo-Cross,13 Oct 24,14:30,Junior Open,Category B,CX Band 5,Junior
507,507,308691,Leicestershire Cyclo Cross League Rd 2 - promoted by WVCC,13/10/24,Sun,Cyclo-Cross,13 Oct 24,14:30,Senior Open,Category B,CX Band 5,Senior
508,508,308691,Leicestershire Cyclo Cross League Rd 2 - promoted by WVCC,13/10/24,Sun,Cyclo-Cross,13 Oct 24,14:30,Veteran Open 40-49,Category B,CX Band 5,Vet 40-49
509,509,308691,Leicestershire Cyclo Cross League Rd 2 - promoted by WVCC,13/10/24,Sun,Cyclo-Cross,13 Oct 24,13:20,Veteran Open 50-59,Category B,CX Band 5,Vet 50-59
510,510,308691,Leicestershire Cyclo Cross League Rd 2 - promoted by WVCC,13/10/24,Sun,Cyclo-Cross,13 Oct 24,13:20,Veteran Open 60+,Category B,CX Band 5,Vet 60+
511,511,308691,Leicestershire Cyclo Cross League Rd 2 - promoted by WVCC,13/10/24,Sun,Cyclo-Cross,13 Oct 24,11:00,Novice Open,Go-Cross,,
513,513,309077,SWCX 24/ 25 Round 3 Coxleigh Barton,13/10/24,Sun,Cyclo-Cross,13 Oct 24,09:45,Under 8 Boys,Under 12,,Under 12
514,514,309077,SWCX 24/ 25 Round 3 Coxleigh Barton,13/10/24,Sun,Cyclo-Cross,13 Oct 24,09:45,Under 8 Girls,Under 12,,Under 12
515,515,309077,SWCX 24/ 25 Round 3 Coxleigh Barton,13/10/24,Sun,Cyclo-Cross,13 Oct 24,10:10,Under 10 Boys,Under 12,,Under 12
516,516,309077,SWCX 24/ 25 Round 3 Coxleigh Barton,13/10/24,Sun,Cyclo-Cross,13 Oct 24,10:10,Under 10 Girls,Under 12,,Under 12
517,517,309077,SWCX 24/ 25 Round 3 Coxleigh Barton,13/10/24,Sun,Cyclo-Cross,13 Oct 24,10:10,Under 12 Boys,Under 12,,Under 12
518,518,309077,SWCX 24/ 25 Round 3 Coxleigh Barton,13/10/24,Sun,Cyclo-Cross,13 Oct 24,10:10,Under 12 Girls,Under 12,,Under 12
519,519,309077,SWCX 24/ 25 Round 3 Coxleigh Barton,13/10/24,Sun,Cyclo-Cross,13 Oct 24,11:00,Under 14 Open,Category B,CX Band 5,Youth U14
520,520,309077,SWCX 24/ 25 Round 3 Coxleigh Barton,13/10/24,Sun,Cyclo-Cross,13 Oct 24,11:00,Under 14 Female,Category B,CX Band 5,Youth U14
521,521,309077,SWCX 24/ 25 Round 3 Coxleigh Barton,13/10/24,Sun,Cyclo-Cross,13 Oct 24,11:00,Under 16 Open,Category B,CX Band 5,Youth U16
522,522,309077,SWCX 24/ 25 Round 3 Coxleigh Barton,13/10/24,Sun,Cyclo-Cross,13 Oct 24,11:00,Under 16 Female,Category B,CX Band 5,Youth U16
523,523,309077,SWCX 24/ 25 Round 3 Coxleigh Barton,13/10/24,Sun,Cyclo-Cross,13 Oct 24,12:15,Junior Female,Category B,CX Band 5,Junior
524,524,309077,SWCX 24/ 25 Round 3 Coxleigh Barton,13/10/24,Sun,Cyclo-Cross,13 Oct 24,12:15,Senior Female,Category B,CX Band 5,"Senior, Vet 40-49, Vet 50-59, Vet 60+"
525,525,309077,SWCX 24/ 25 Round 3 Coxleigh Barton,13/10/24,Sun,Cyclo-Cross,13 Oct 24,12:15,40-49 Female,Category B,CX Band 5,Vet 40-49
526,526,309077,SWCX 24/ 25 Round 3 Coxleigh Barton,13/10/24,Sun,Cyclo-Cross,13 Oct 24,12:15,50-59 Female,Category B,CX Band 5,Vet 50-59
527,527,309077,SWCX 24/ 25 Round 3 Coxleigh Barton,13/10/24,Sun,Cyclo-Cross,13 Oct 24,12:15,60+ Female,Category B,CX Band 5,Vet 60+
528,528,309077,SWCX 24/ 25 Round 3 Coxleigh Barton,13/10/24,Sun,Cyclo-Cross,13 Oct 24,12:15,Junior Open,Category B,CX Band 5,Junior
529,529,309077,SWCX 24/ 25 Round 3 Coxleigh Barton,13/10/24,Sun,Cyclo-Cross,13 Oct 24,13:40,Senior Open,Category B,CX Band 5,Senior
530,530,309077,SWCX 24/ 25 Round 3 Coxleigh Barton,13/10/24,Sun,Cyclo-Cross,13 Oct 24,13:40,40-49 Open,Category B,CX Band 5,Vet 40-49
531,531,309077,SWCX 24/ 25 Round 3 Coxleigh Barton,13/10/24,Sun,Cyclo-Cross,13 Oct 24,12:15,50-59 Open,Category B,CX Band 5,Vet 50-59
532,532,309077,SWCX 24/ 25 Round 3 Coxleigh Barton,13/10/24,Sun,Cyclo-Cross,13 Oct 24,12:15,60+ Open,Category B,CX Band 5,Vet 60+
533,533,309077,SWCX 24/ 25 Round 3 Coxleigh Barton,13/10/24,Sun,Cyclo-Cross,13 Oct 24,12:15,Novice,Non-Ranking,,
535,535,309265,Chimney Bank Hill Climb sponsored by Big Bear Bikes,13/10/24,Sun,Time Trial,13 Oct 24,09:00,Chimney Bank Hill Climb sponsored by Big Bear Bikes (Juniors),Regional C,,"1st, 2nd, 3rd, 4th, Elite, Junior, N/A"
536,536,309265,Chimney Bank Hill Climb sponsored by Big Bear Bikes,13/10/24,Sun,Time Trial,13 Oct 24,09:00,Chimney Bank Hill Climb sponsored by Big Bear Bikes (Open),Regional C,,"1st, 2nd, 3rd, 4th, Elite, Junior, N/A"
537,537,309265,Chimney Bank Hill Climb sponsored by Big Bear Bikes,13/10/24,Sun,Time Trial,13 Oct 24,09:00,Chimney Bank Hill Climb sponsored by Big Bear Bikes (Women),Regional C,,"1st, 2nd, 3rd, 4th, Elite, Junior, N/A"
539,539,309342,Lincolnshire Cyclocross 2024/25 Round #3 - Scunthorpe RC,13/10/24,Sun,Cyclo-Cross,13 Oct 24,11:00,Under 9 Boys & Girls,Under 12,,Under 12
540,540,309342,Lincolnshire Cyclocross 2024/25 Round #3 - Scunthorpe RC,13/10/24,Sun,Cyclo-Cross,13 Oct 24,11:20,Under 12 Boys & Girls,Under 12,,Under 12
541,541,309342,Lincolnshire Cyclocross 2024/25 Round #3 - Scunthorpe RC,13/10/24,Sun,Cyclo-Cross,13 Oct 24,10:15,U14 Female,Category B,CX Band 5,Youth U14
542,542,309342,Lincolnshire Cyclocross 2024/25 Round #3 - Scunthorpe RC,13/10/24,Sun,Cyclo-Cross,13 Oct 24,10:15,U14 Open,Category B,CX Band 5,Youth U14
543,543,309342,Lincolnshire Cyclocross 2024/25 Round #3 - Scunthorpe RC,13/10/24,Sun,Cyclo-Cross,13 Oct 24,10:15,U16 Female,Category B,CX Band 5,Youth U16
544,544,309342,Lincolnshire Cyclocross 2024/25 Round #3 - Scunthorpe RC,13/10/24,Sun,Cyclo-Cross,13 Oct 24,10:15,U16 Open,Category B,CX Band 5,Youth U16
545,545,309342,Lincolnshire Cyclocross 2024/25 Round #3 - Scunthorpe RC,13/10/24,Sun,Cyclo-Cross,13 Oct 24,12:17,Junior Women,Category B,,Junior
546,546,309342,Lincolnshire Cyclocross 2024/25 Round #3 - Scunthorpe RC,13/10/24,Sun,Cyclo-Cross,13 Oct 24,12:17,Senior Women,Category B,CX Band 5,Senior
547,547,309342,Lincolnshire Cyclocross 2024/25 Round #3 - Scunthorpe RC,13/10/24,Sun,Cyclo-Cross,13 Oct 24,12:17,Master Women 40-49,Category B,,Vet 40-49
548,548,309342,Lincolnshire Cyclocross 2024/25 Round #3 - Scunthorpe RC,13/10/24,Sun,Cyclo-Cross,13 Oct 24,12:17,Master Women 50-59,Category B,CX Band 5,Vet 50-59
549,549,309342,Lincolnshire Cyclocross 2024/25 Round #3 - Scunthorpe RC,13/10/24,Sun,Cyclo-Cross,13 Oct 24,12:17,Master Women 60+,Category B,CX Band 5,Vet 60+
550,550,309342,Lincolnshire Cyclocross 2024/25 Round #3 - Scunthorpe RC,13/10/24,Sun,Cyclo-Cross,13 Oct 24,12:15,Junior Open,Category B,CX Band 5,Junior
551,551,309342,Lincolnshire Cyclocross 2024/25 Round #3 - Scunthorpe RC,13/10/24,Sun,Cyclo-Cross,13 Oct 24,12:15,Senior Open,Category B,CX Band 5,Senior
552,552,309342,Lincolnshire Cyclocross 2024/25 Round #3 - Scunthorpe RC,13/10/24,Sun,Cyclo-Cross,13 Oct 24,13:45,Master Open 40-49,Category B,CX Band 5,Vet 40-49
553,553,309342,Lincolnshire Cyclocross 2024/25 Round #3 - Scunthorpe RC,13/10/24,Sun,Cyclo-Cross,13 Oct 24,13:45,Master Open 50-59,Category B,CX Band 5,Vet 50-59
554,554,309342,Lincolnshire Cyclocross 2024/25 Round #3 - Scunthorpe RC,13/10/24,Sun,Cyclo-Cross,13 Oct 24,13:45,Master Open 60+,Category B,CX Band 5,Vet 60+
555,555,309342,Lincolnshire Cyclocross 2024/25 Round #3 - Scunthorpe RC,13/10/24,Sun,Cyclo-Cross,13 Oct 24,10:17,Novice Open,Go-Ride,,
556,556,309342,Lincolnshire Cyclocross 2024/25 Round #3 - Scunthorpe RC,13/10/24,Sun,Cyclo-Cross,13 Oct 24,13:45,Master Open 70+,Category B,,Vet 60+
557,557,309342,Lincolnshire Cyclocross 2024/25 Round #3 - Scunthorpe RC,13/10/24,Sun,Cyclo-Cross,13 Oct 24,12:17,Master Women 70+,Category B,,Vet 60+
559,559,309958,Junior Island Mountain Biking 2024 - Race 6,13/10/24,Sun,MTB XC,13 Oct 24,10:00,Under 6 Balance Bikes,Non-Ranking,,
560,560,309958,Junior Island Mountain Biking 2024 - Race 6,13/10/24,Sun,MTB XC,13 Oct 24,10:10,Under 6 Pedal Bikes,Non-Ranking,,
561,561,309958,Junior Island Mountain Biking 2024 - Race 6,13/10/24,Sun,MTB XC,13 Oct 24,10:20,Under 8 (Youth E),Non-Ranking,,
562,562,309958,Junior Island Mountain Biking 2024 - Race 6,13/10/24,Sun,MTB XC,13 Oct 24,10:35,Under 10 (Youth D),Non-Ranking,,
563,563,309958,Junior Island Mountain Biking 2024 - Race 6,13/10/24,Sun,MTB XC,13 Oct 24,11:00,Under 12 (Youth C),Non-Ranking,,
564,564,309958,Junior Island Mountain Biking 2024 - Race 6,13/10/24,Sun,MTB XC,13 Oct 24,11:00,Under 14 (Youth B),Non-Ranking,,
565,565,309958,Junior Island Mountain Biking 2024 - Race 6,13/10/24,Sun,MTB XC,13 Oct 24,11:00,Under 16 (Youth A),Non-Ranking,,
567,567,307400,Monday Night Track League Round 22 2024,14/10/24,Mon,Track League,14 Oct 24,19:00,Junior Entry,Regional C,,Junior
568,568,307400,Monday Night Track League Round 22 2024,14/10/24,Mon,Track League,14 Oct 24,19:00,Masters entry,Regional C,,"1st, 2nd, 3rd, 4th, Elite"
569,569,307400,Monday Night Track League Round 22 2024,14/10/24,Mon,Track League,14 Oct 24,19:00,Senior Entry (2/3/4/W/V),Regional C,,"2nd, 3rd, 4th, Junior"
570,570,307400,Monday Night Track League Round 22 2024,14/10/24,Mon,Track League,14 Oct 24,19:00,Sprinters Group,Regional C,,"1st, 2nd, 3rd, 4th, A, B, Elite, Junior"
571,571,307400,Monday Night Track League Round 22 2024,14/10/24,Mon,Track League,14 Oct 24,19:00,Youth Entry,Youth Only,,"A, B, C, D, E"
573,573,305961,Derby Arena Track League Autumn #7 2024,15/10/24,Tue,Track League,15 Oct 24,19:00,Group 1,Regional C,,"1st, 2nd, 3rd, 4th, Elite"
574,574,305961,Derby Arena Track League Autumn #7 2024,15/10/24,Tue,Track League,15 Oct 24,19:00,Group 2,Regional C,,"1st, 2nd, 3rd, 4th, Elite"
575,575,305961,Derby Arena Track League Autumn #7 2024,15/10/24,Tue,Track League,15 Oct 24,19:00,Group 3,Regional C,,"1st, 2nd, 3rd, 4th, Elite"
576,576,305961,Derby Arena Track League Autumn #7 2024,15/10/24,Tue,Track League,15 Oct 24,19:00,Group 4,Regional C,,"1st, 2nd, 3rd, 4th, Elite"
578,578,308023,Manchester Regional Track League 2024 #11 (MRTL),18/10/24,Fri,Track,18 Oct 24,19:30,E/1/2/3/4/W,Regional C,,"1st, 2nd, 3rd, 4th, Elite, Junior"
579,579,308023,Manchester Regional Track League 2024 #11 (MRTL),18/10/24,Fri,Track,18 Oct 24,19:30,U16,Regional C,,"A, B"
581,581,308814,Glasgow Track League 2024/25 Round 3,18/10/24,Fri,Track League,18 Oct 24,18:45,Group A,Regional C,,"1st, 2nd, 3rd, 4th, A, Elite, Junior"
582,582,308814,Glasgow Track League 2024/25 Round 3,18/10/24,Fri,Track League,18 Oct 24,18:45,Group B,Regional C,,"1st, 2nd, 3rd, 4th, A, Elite, Junior"
583,583,308814,Glasgow Track League 2024/25 Round 3,18/10/24,Fri,Track League,18 Oct 24,18:45,Group C,Regional C,,"1st, 2nd, 3rd, 4th, A, Elite, Junior"
584,584,308814,Glasgow Track League 2024/25 Round 3,18/10/24,Fri,Track League,18 Oct 24,18:45,Group D,Regional C,,"1st, 2nd, 3rd, 4th, A, B, Elite, Junior"
585,585,308814,Glasgow Track League 2024/25 Round 3,18/10/24,Fri,Track League,18 Oct 24,18:45,New To Track League,Regional C,,"1st, 2nd, 3rd, 4th, A, B, Elite, Junior"
587,587,308531,Full Gas Winter Circuit Series #4,19/10/24,Sat,Closed Circuit,19 Oct 24,13:00,Open Masters 40 And Above,Regional C+,Band 5,"1st, 2nd, 3rd, 4th, Elite"
588,588,308531,Full Gas Winter Circuit Series #4,19/10/24,Sat,Closed Circuit,19 Oct 24,13:01,Womens 2/3/4 Category,Regional C+,Band 5 (<10 Entrants),"2nd, 3rd, 4th"
589,589,308531,Full Gas Winter Circuit Series #4,19/10/24,Sat,Closed Circuit,19 Oct 24,14:00,Open 2/3/4 Category,Regional C+,Band 5,"2nd, 3rd, 4th"
591,591,309503,Hillingdon Slipstreamers Autumn Series #2,19/10/24,Sat,Closed Circuit,19 Oct 24,13:00,"Race 1: U10s, U12s boys and girls race",Youth Only,,"D, E"
592,592,309503,Hillingdon Slipstreamers Autumn Series #2,19/10/24,Sat,Closed Circuit,19 Oct 24,13:40,Race 2: U16 Open Race,Youth Only,,A
593,593,309503,Hillingdon Slipstreamers Autumn Series #2,19/10/24,Sat,Closed Circuit,19 Oct 24,14:40,Race 3: U14 Open Race and U16 girls race,Youth Only,Band 5 (<10 Entrants),"A, B"
595,595,309654,Grity NDCXL round 3 - Darley Moor,19/10/24,Sat,Cyclo-Cross,19 Oct 24,10:00,Under 9s,Under 12,,Under 12
596,596,309654,Grity NDCXL round 3 - Darley Moor,19/10/24,Sat,Cyclo-Cross,19 Oct 24,10:25,Under 12s,Under 12,,Under 12
597,597,309654,Grity NDCXL round 3 - Darley Moor,19/10/24,Sat,Cyclo-Cross,19 Oct 24,11:25,Youth Under 14 Girls,Category B,CX Band 5,Youth U14
598,598,309654,Grity NDCXL round 3 - Darley Moor,19/10/24,Sat,Cyclo-Cross,19 Oct 24,11:25,Youth Under 14 Open,Category B,CX Band 5,Youth U14
599,599,309654,Grity NDCXL round 3 - Darley Moor,19/10/24,Sat,Cyclo-Cross,19 Oct 24,11:25,Youth Under 16 Female,Category B,CX Band 5,Youth U16
600,600,309654,Grity NDCXL round 3 - Darley Moor,19/10/24,Sat,Cyclo-Cross,19 Oct 24,11:25,Youth Under 16 Open,Category B,CX Band 5,Youth U16
601,601,309654,Grity NDCXL round 3 - Darley Moor,19/10/24,Sat,Cyclo-Cross,19 Oct 24,15:15,Junior Women,Category B,CX Band 5,Junior
602,602,309654,Grity NDCXL round 3 - Darley Moor,19/10/24,Sat,Cyclo-Cross,19 Oct 24,13:35,Senior Female,Category B,CX Band 5,"Senior, Under 23, Vet 40-49, Vet 50-59, Vet 60+"
603,603,309654,Grity NDCXL round 3 - Darley Moor,19/10/24,Sat,Cyclo-Cross,19 Oct 24,14:00,Vet40-49 Women,Category B,CX Band 5,Vet 40-49
604,604,309654,Grity NDCXL round 3 - Darley Moor,19/10/24,Sat,Cyclo-Cross,19 Oct 24,12:30,Vet 50-59 Women,Category B,CX Band 5,Vet 50-59
605,605,309654,Grity NDCXL round 3 - Darley Moor,19/10/24,Sat,Cyclo-Cross,19 Oct 24,09:00,Junior Men,Category B,CX Band 5,Junior
606,606,309654,Grity NDCXL round 3 - Darley Moor,19/10/24,Sat,Cyclo-Cross,19 Oct 24,14:45,Senior Open,Category B,CX Band 5,"Senior, Under 23"
607,607,309654,Grity NDCXL round 3 - Darley Moor,19/10/24,Sat,Cyclo-Cross,19 Oct 24,12:25,Veteran Open 40-49,Category B,CX Band 5,Vet 40-49
608,608,309654,Grity NDCXL round 3 - Darley Moor,19/10/24,Sat,Cyclo-Cross,19 Oct 24,12:25,Veteran Open 50-59,Category B,CX Band 5,Vet 50-59
609,609,309654,Grity NDCXL round 3 - Darley Moor,19/10/24,Sat,Cyclo-Cross,19 Oct 24,10:00,Veteran Men 60+,Category B,CX Band 5,Vet 60+
611,611,309914,Richard Kell Memorial Series 2024 - Week 3 (Cancelled),19/10/24,Sat,Closed Circuit,19 Oct 24,09:30,Open E123 Race,National B,Band 3,"1st, 2nd, 3rd, Elite"
612,612,309914,Richard Kell Memorial Series 2024 - Week 3 (Cancelled),19/10/24,Sat,Closed Circuit,19 Oct 24,09:31,Open 4th Cat Race,Regional C+,Band 5,4th
613,613,309914,Richard Kell Memorial Series 2024 - Week 3 (Cancelled),19/10/24,Sat,Closed Circuit,19 Oct 24,10:35,Open 3rd Cat Race,Regional C+,Band 5,3rd
614,614,309914,Richard Kell Memorial Series 2024 - Week 3 (Cancelled),19/10/24,Sat,Closed Circuit,19 Oct 24,10:41,Womens 234 Race,Regional A,Band 4,"1st, 2nd, 3rd, 4th, Junior, N/A"
616,616,310422,Coaching to Racing University of Exeter,19/10/24,Sat,Closed Circuit,19 Oct 24,11:45,Mini Race - Practice Skills,Go-Race,,"4th, N/A"
618,618,296891,SUSIES SAPPHIRE CIRCUITS (Cancelled),20/10/24,Sun,Closed Circuit,20 Oct 24,11:30,E/1/2/3,National B,Band 3,"1st, 2nd, 3rd, Elite"
619,619,296891,SUSIES SAPPHIRE CIRCUITS (Cancelled),20/10/24,Sun,Closed Circuit,20 Oct 24,12:45,Youth U10 & U8 Boys & Girls,Youth Only,,"D, E"
620,620,296891,SUSIES SAPPHIRE CIRCUITS (Cancelled),20/10/24,Sun,Closed Circuit,20 Oct 24,13:05,Youth U12 Boys & Girls,Youth Only,,C
621,621,296891,SUSIES SAPPHIRE CIRCUITS (Cancelled),20/10/24,Sun,Closed Circuit,20 Oct 24,13:30,U14 Open,Youth Only,Band 5 (<10 Entrants),B
622,622,296891,SUSIES SAPPHIRE CIRCUITS (Cancelled),20/10/24,Sun,Closed Circuit,20 Oct 24,14:15,U14 Girls,Youth Only,Band 5 (<10 Entrants),B
623,623,296891,SUSIES SAPPHIRE CIRCUITS (Cancelled),20/10/24,Sun,Closed Circuit,20 Oct 24,14:15,U16 Girls,Youth Only,Band 5 (<10 Entrants),A
624,624,296891,SUSIES SAPPHIRE CIRCUITS (Cancelled),20/10/24,Sun,Closed Circuit,20 Oct 24,15:00,U16 Open,Youth Only,Band 5 (<10 Entrants),A
625,625,296891,SUSIES SAPPHIRE CIRCUITS (Cancelled),20/10/24,Sun,Closed Circuit,20 Oct 24,10:30,3rd Cat only,Regional B,Band 5,"3rd, Junior"
626,626,296891,SUSIES SAPPHIRE CIRCUITS (Cancelled),20/10/24,Sun,Closed Circuit,20 Oct 24,09:00,4th Cat only,Regional C+,Band 5 (<10 Entrants),"4th, Junior"
627,627,296891,SUSIES SAPPHIRE CIRCUITS (Cancelled),20/10/24,Sun,Closed Circuit,20 Oct 24,09:45,2/3/4 Women,Regional A,Band 5 (<10 Entrants),"2nd, 3rd, 4th, Junior"
629,629,305752,Crickley Flyers Go Ride Super Series Round 3,20/10/24,Sun,MTB DH,20 Oct 24,09:00,Female 17-34,Go-MTB,,
630,630,305752,Crickley Flyers Go Ride Super Series Round 3,20/10/24,Sun,MTB DH,20 Oct 24,09:00,Female O35,Go-MTB,,
631,631,305752,Crickley Flyers Go Ride Super Series Round 3,20/10/24,Sun,MTB DH,20 Oct 24,09:00,Male 17-34,Go-MTB,,
632,632,305752,Crickley Flyers Go Ride Super Series Round 3,20/10/24,Sun,MTB DH,20 Oct 24,09:00,Male O35,Go-MTB,,
633,633,305752,Crickley Flyers Go Ride Super Series Round 3,20/10/24,Sun,MTB DH,20 Oct 24,09:00,Under 12 Boys,Go-Ride Racing,,
634,634,305752,Crickley Flyers Go Ride Super Series Round 3,20/10/24,Sun,MTB DH,20 Oct 24,09:00,Under 12 Girls,Go-Ride Racing,,
635,635,305752,Crickley Flyers Go Ride Super Series Round 3,20/10/24,Sun,MTB DH,20 Oct 24,09:00,Under 16 Boys,Go-Ride Racing,,
636,636,305752,Crickley Flyers Go Ride Super Series Round 3,20/10/24,Sun,MTB DH,20 Oct 24,09:00,Under 16 Girls,Go-Ride Racing,,
637,637,305752,Crickley Flyers Go Ride Super Series Round 3,20/10/24,Sun,MTB DH,20 Oct 24,09:00,Under 6 Boys,Go-Ride Racing,,
638,638,305752,Crickley Flyers Go Ride Super Series Round 3,20/10/24,Sun,MTB DH,20 Oct 24,09:00,Under 6 Girls,Go-Ride Racing,,
639,639,305752,Crickley Flyers Go Ride Super Series Round 3,20/10/24,Sun,MTB DH,20 Oct 24,09:00,Under 9 Boys,Go-Ride Racing,,
640,640,305752,Crickley Flyers Go Ride Super Series Round 3,20/10/24,Sun,MTB DH,20 Oct 24,09:00,Under 9 Girls,Go-Ride Racing,,
642,642,307094,Shimano Lazer WMCCL Round 6 inc.Steve Knight Memorial Race,20/10/24,Sun,Cyclo-Cross,20 Oct 24,09:45,Under 6 and Under 8 Boys and Girls,Under 12,,Under 12
643,643,307094,Shimano Lazer WMCCL Round 6 inc.Steve Knight Memorial Race,20/10/24,Sun,Cyclo-Cross,20 Oct 24,10:05,Under 10 Boys and Girls,Under 12,,Under 12
644,644,307094,Shimano Lazer WMCCL Round 6 inc.Steve Knight Memorial Race,20/10/24,Sun,Cyclo-Cross,20 Oct 24,10:30,Under 12 Boys and Girls,Under 12,,Under 12
645,645,307094,Shimano Lazer WMCCL Round 6 inc.Steve Knight Memorial Race,20/10/24,Sun,Cyclo-Cross,20 Oct 24,11:30,U14 Girls,Category B,CX Band 5,"Under 12, Youth U14"
